factId,propertyId,humanReadable,annotatedPassage,subjectStart,subjectEnd,subjectText,subjectUri,objectStart,objectEnd,objectText,objectUri
13091:864:866:858:863:3,3,<my> <EMPLOYEE_OR_MEMBER_OF> <where>,"I resigned from BigDoor - a branding company in Pretoria, <where> <my> responsibilities included translating copy, proofreading, copywriting, article writing and copy editing.",864,866,my,,858,863,where,
5075:176:181:201:223:3,3,<Claus> <EMPLOYEE_OR_MEMBER_OF> <Kazan State University>,<Claus> was a professor at <Kazan State University> and a member of the Russian Academy of Sciences.,176,181,Claus,http://www.wikidata.org/entity/Q554178,201,223,Kazan State University,http://www.wikidata.org/entity/Q113788
5075:176:181:244:271:3,3,<Claus> <EMPLOYEE_OR_MEMBER_OF> <Russian Academy of Sciences>,<Claus> was a professor at Kazan State University and a member of the <Russian Academy of Sciences>.,176,181,Claus,http://www.wikidata.org/entity/Q554178,244,271,Russian Academy of Sciences,http://www.wikidata.org/entity/Q83172
14717:415:423:388:391:4,4,<Elevance> <CEO> <her>,"Prior to <her> current role as CEO of <Elevance>, K’Lynne was the senior vice president (SVP) of the Global Derivatives operating company within Innovene.",415,423,Elevance,http://www.wikidata.org/entity/Q30295138,388,391,her,
14717:415:423:425:432:4,4,<Elevance> <CEO> <K’Lynne>,"Prior to her current role as CEO of <Elevance>, <K’Lynne> was the senior vice president (SVP) of the Global Derivatives operating company within Innovene.",415,423,Elevance,http://www.wikidata.org/entity/Q30295138,425,432,K’Lynne,
8090:75:90:143:153:10,10,<Аляксей Ляснічы> <NATIONALITY> <Belarusian>,"Aleksey Lesnichiy (also Aliaksei Liasnichy, Belarusian: <Аляксей Ляснічы>; born February 3, 1978 in Navapolatsk) is a retired <Belarusian> high jumper.",75,90,Аляксей Ляснічы,http://www.wikidata.org/entity/Q19666490,143,153,Belarusian,http://www.wikidata.org/entity/Q184
8090:43:61:143:153:10,10,<Aliaksei Liasnichy> <NATIONALITY> <Belarusian>,"Aleksey Lesnichiy (also <Aliaksei Liasnichy>, Belarusian: Аляксей Ляснічы; born February 3, 1978 in Navapolatsk) is a retired <Belarusian> high jumper.",43,61,Aliaksei Liasnichy,http://www.wikidata.org/entity/Q19666490,143,153,Belarusian,http://www.wikidata.org/entity/Q184
8090:19:36:143:153:10,10,<Aleksey Lesnichiy> <NATIONALITY> <Belarusian>,"<Aleksey Lesnichiy> (also Aliaksei Liasnichy, Belarusian: Аляксей Ляснічы; born February 3, 1978 in Navapolatsk) is a retired <Belarusian> high jumper.",19,36,Aleksey Lesnichiy,http://www.wikidata.org/entity/Q19666490,143,153,Belarusian,http://www.wikidata.org/entity/Q184
7223:208:243:177:179:4,4,<Prince George's Chamber of Commerce> <CEO> <he>,"As of 2008, <he> is President and CEO of the <Prince George's Chamber of Commerce> in addition to serving as a Senior Policy Advisor for Common Health Action.",208,243,Prince George's Chamber of Commerce,,177,179,he,http://www.wikidata.org/entity/Q5232016
7223:21:40:98:114:45,45,<David C. Harrington> <POLITICAL_AFFILIATION> <Democratic Party>,"<David C. Harrington> is an American politician from Maryland, a member of the <Democratic Party> and a former member of the Maryland State Senate.",21,40,David C. Harrington,http://www.wikidata.org/entity/Q5232016,98,114,Democratic Party,http://www.wikidata.org/entity/Q29552
8001:1091:1094:1077:1089:25,25,<his> <SPOUSE> <Ranavalona I>,"He was succeeded by his highest-ranking wife, <Ranavalona I>, <his> second cousin.",1091,1094,his,http://www.wikidata.org/entity/Q525141,1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794
8001:1031:1033:1077:1089:25,25,<He> <SPOUSE> <Ranavalona I>,"<He> was succeeded by his highest-ranking wife, <Ranavalona I>, his second cousin.",1031,1033,He,http://www.wikidata.org/entity/Q525141,1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794
8001:1051:1054:1077:1089:25,25,<his> <SPOUSE> <Ranavalona I>,"He was succeeded by <his> highest-ranking wife, <Ranavalona I>, his second cousin.",1051,1054,his,http://www.wikidata.org/entity/Q525141,1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794
8001:1077:1089:1051:1054:25,25,<Ranavalona I> <SPOUSE> <his>,"He was succeeded by <his> highest-ranking wife, <Ranavalona I>, his second cousin.",1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794,1051,1054,his,http://www.wikidata.org/entity/Q525141
8001:1077:1089:1091:1094:25,25,<Ranavalona I> <SPOUSE> <his>,"He was succeeded by his highest-ranking wife, <Ranavalona I>, <his> second cousin.",1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794,1091,1094,his,http://www.wikidata.org/entity/Q525141
8001:1077:1089:1031:1033:25,25,<Ranavalona I> <SPOUSE> <He>,"<He> was succeeded by his highest-ranking wife, <Ranavalona I>, his second cousin.",1077,1089,Ranavalona I,http://www.wikidata.org/entity/Q169794,1031,1033,He,http://www.wikidata.org/entity/Q525141
8001:10:29:57:65:10,10,"<Radama I ""the Great> <NATIONALITY> <Malagasy>","<Radama I ""the Great>"" (1793–1828) was the first <Malagasy> sovereign to be recognized as King of Madagascar (1810-1828) by a European state.",10,29,"Radama I ""the Great",http://www.wikidata.org/entity/Q525141,57,65,Malagasy,http://www.wikidata.org/entity/Q1019
15696:193:203:282:324:34,34,<Waldegrave> <CHILD_OF> <Mary Hermione Grenfell Countess Waldegrave>,"<Waldegrave> is the son of Geoffrey Noel Waldegrave, 12th Earl Waldegrave (1905 -1995) and <Mary Hermione Grenfell Countess Waldegrave> (1909 -1995).",193,203,Waldegrave,http://www.wikidata.org/entity/Q6144983,282,324,Mary Hermione Grenfell Countess Waldegrave,
15696:193:203:218:264:34,34,"<Waldegrave> <CHILD_OF> <Geoffrey Noel Waldegrave, 12th Earl Waldegrave>","<Waldegrave> is the son of <Geoffrey Noel Waldegrave, 12th Earl Waldegrave> (1905 -1995) and Mary Hermione Grenfell Countess Waldegrave (1909 -1995).",193,203,Waldegrave,http://www.wikidata.org/entity/Q6144983,218,264,"Geoffrey Noel Waldegrave, 12th Earl Waldegrave",http://www.wikidata.org/entity/Q5534950
15674:347:349:367:372:25,25,<he> <SPOUSE> <Annia>,"On the death of Lucius Cornelius Cinna, in 84 BC, <he> married his wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",347,349,he,http://www.wikidata.org/entity/Q510243,367,372,Annia,
15674:358:361:367:372:25,25,<his> <SPOUSE> <Annia>,"On the death of Lucius Cornelius Cinna, in 84 BC, he married <his> wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",358,361,his,http://www.wikidata.org/entity/Q510243,367,372,Annia,
15674:367:372:347:349:25,25,<Annia> <SPOUSE> <he>,"On the death of Lucius Cornelius Cinna, in 84 BC, <he> married his wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",367,372,Annia,,347,349,he,http://www.wikidata.org/entity/Q510243
15674:367:372:358:361:25,25,<Annia> <SPOUSE> <his>,"On the death of Lucius Cornelius Cinna, in 84 BC, he married <his> wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",367,372,Annia,,358,361,his,http://www.wikidata.org/entity/Q510243
15674:313:335:367:372:25,25,<Lucius Cornelius Cinna> <SPOUSE> <Annia>,"On the death of <Lucius Cornelius Cinna>, in 84 BC, he married his wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",313,335,Lucius Cornelius Cinna,http://www.wikidata.org/entity/Q171083,367,372,Annia,
15674:367:372:313:335:25,25,<Annia> <SPOUSE> <Lucius Cornelius Cinna>,"On the death of <Lucius Cornelius Cinna>, in 84 BC, he married his wife <Annia>, and in the following year, 83, was appointed quaestor to the consul Lucius Cornelius Scipio.",367,372,Annia,,313,335,Lucius Cornelius Cinna,http://www.wikidata.org/entity/Q171083
15469:166:167:24:31:12,12,<I> <PLACE_OF_BIRTH> <Lebanon>,"- Born In <Lebanon>, I graduated from Saint Joseph University-USJ with a Bachelor Degree in Business Management and then joined ESA Business School where <I> earned my Master's Degree in International Management in 2006.",166,167,I,,24,31,Lebanon,http://www.wikidata.org/entity/Q822
15469:33:34:24:31:12,12,<I> <PLACE_OF_BIRTH> <Lebanon>,"- Born In <Lebanon>, <I> graduated from Saint Joseph University-USJ with a Bachelor Degree in Business Management and then joined ESA Business School where I earned my Master's Degree in International Management in 2006.",33,34,I,,24,31,Lebanon,http://www.wikidata.org/entity/Q822
15469:175:177:24:31:12,12,<my> <PLACE_OF_BIRTH> <Lebanon>,"- Born In <Lebanon>, I graduated from Saint Joseph University-USJ with a Bachelor Degree in Business Management and then joined ESA Business School where I earned <my> Master's Degree in International Management in 2006.",175,177,my,,24,31,Lebanon,http://www.wikidata.org/entity/Q822
13699:237:239:54:60:12,12,<he> <PLACE_OF_BIRTH> <London>,"Jonathan Michie (born 25 March 1957, <London>, England) is a British economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where <he> is Professor of Innovation & Knowledge Exchange.",237,239,he,http://www.wikidata.org/entity/Q1703257,54,60,London,http://www.wikidata.org/entity/Q84
13699:237:239:62:69:12,12,<he> <PLACE_OF_BIRTH> <England>,"Jonathan Michie (born 25 March 1957, London, <England>) is a British economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where <he> is Professor of Innovation & Knowledge Exchange.",237,239,he,http://www.wikidata.org/entity/Q1703257,62,69,England,http://www.wikidata.org/entity/Q21
13699:17:32:76:83:10,10,<Jonathan Michie> <NATIONALITY> <British>,"<Jonathan Michie> (born 25 March 1957, London, England) is a <British> economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where he is Professor of Innovation & Knowledge Exchange.",17,32,Jonathan Michie,http://www.wikidata.org/entity/Q1703257,76,83,British,http://www.wikidata.org/entity/Q145
13699:237:239:76:83:10,10,<he> <NATIONALITY> <British>,"Jonathan Michie (born 25 March 1957, London, England) is a <British> economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where <he> is Professor of Innovation & Knowledge Exchange.",237,239,he,http://www.wikidata.org/entity/Q1703257,76,83,British,http://www.wikidata.org/entity/Q145
13699:17:32:54:60:12,12,<Jonathan Michie> <PLACE_OF_BIRTH> <London>,"<Jonathan Michie> (born 25 March 1957, <London>, England) is a British economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where he is Professor of Innovation & Knowledge Exchange.",17,32,Jonathan Michie,http://www.wikidata.org/entity/Q1703257,54,60,London,http://www.wikidata.org/entity/Q84
13699:17:32:62:69:12,12,<Jonathan Michie> <PLACE_OF_BIRTH> <England>,"<Jonathan Michie> (born 25 March 1957, London, <England>) is a British economist and holds the joint post of Director of the Department for Continuing Education, and President of Kellogg College, University of Oxford, where he is Professor of Innovation & Knowledge Exchange.",17,32,Jonathan Michie,http://www.wikidata.org/entity/Q1703257,62,69,England,http://www.wikidata.org/entity/Q21
13699:289:295:329:341:34,34,<Michie> <CHILD_OF> <Anne McLaren>,<Michie> is the son of the biologist Dame <Anne McLaren> and computer scientist Donald Michie.,289,295,Michie,http://www.wikidata.org/entity/Q1703257,329,341,Anne McLaren,http://www.wikidata.org/entity/Q542428
13699:289:295:365:378:34,34,<Michie> <CHILD_OF> <Donald Michie>,<Michie> is the son of the biologist Dame Anne McLaren and computer scientist <Donald Michie>.,289,295,Michie,http://www.wikidata.org/entity/Q1703257,365,378,Donald Michie,http://www.wikidata.org/entity/Q93119
5084:427:430:349:352:3,3,<his> <EMPLOYEE_OR_MEMBER_OF> <NYU>,"He became a professor at <NYU>'s Courant Institute of Mathematical Sciences in 1962, about a year before <his> frequent co-author S.R.S. Varadhan started working there.",427,430,his,http://www.wikidata.org/entity/Q1945199,349,352,NYU,http://www.wikidata.org/entity/Q49210
5084:450:465:355:397:3,3,<S.R.S. Varadhan> <EMPLOYEE_OR_MEMBER_OF> <Courant Institute of Mathematical Sciences>,"He became a professor at NYU's <Courant Institute of Mathematical Sciences> in 1962, about a year before his frequent co-author <S.R.S. Varadhan> started working there.",450,465,S.R.S. Varadhan,http://www.wikidata.org/entity/Q370247,355,397,Courant Institute of Mathematical Sciences,http://www.wikidata.org/entity/Q946028
5084:324:326:355:397:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Courant Institute of Mathematical Sciences>,"<He> became a professor at NYU's <Courant Institute of Mathematical Sciences> in 1962, about a year before his frequent co-author S.R.S. Varadhan started working there.",324,326,He,http://www.wikidata.org/entity/Q1945199,355,397,Courant Institute of Mathematical Sciences,http://www.wikidata.org/entity/Q946028
5084:324:326:349:352:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <NYU>,"<He> became a professor at <NYU>'s Courant Institute of Mathematical Sciences in 1962, about a year before his frequent co-author S.R.S. Varadhan started working there.",324,326,He,http://www.wikidata.org/entity/Q1945199,349,352,NYU,http://www.wikidata.org/entity/Q49210
5084:450:465:349:352:3,3,<S.R.S. Varadhan> <EMPLOYEE_OR_MEMBER_OF> <NYU>,"He became a professor at <NYU>'s Courant Institute of Mathematical Sciences in 1962, about a year before his frequent co-author <S.R.S. Varadhan> started working there.",450,465,S.R.S. Varadhan,http://www.wikidata.org/entity/Q370247,349,352,NYU,http://www.wikidata.org/entity/Q49210
5084:427:430:355:397:3,3,<his> <EMPLOYEE_OR_MEMBER_OF> <Courant Institute of Mathematical Sciences>,"He became a professor at NYU's <Courant Institute of Mathematical Sciences> in 1962, about a year before <his> frequent co-author S.R.S. Varadhan started working there.",427,430,his,http://www.wikidata.org/entity/Q1945199,355,397,Courant Institute of Mathematical Sciences,http://www.wikidata.org/entity/Q946028
5084:19:39:138:157:3,3,<Monroe David Donsker> <EMPLOYEE_OR_MEMBER_OF> <New York University>,"<Monroe David Donsker> (October 17, 1924 – June 8, 1991) was an American mathematician and a professor of mathematics at <New York University> (NYU).",19,39,Monroe David Donsker,http://www.wikidata.org/entity/Q1945199,138,157,New York University,http://www.wikidata.org/entity/Q49210
5084:19:39:159:162:3,3,<Monroe David Donsker> <EMPLOYEE_OR_MEMBER_OF> <NYU>,"<Monroe David Donsker> (October 17, 1924 – June 8, 1991) was an American mathematician and a professor of mathematics at New York University (<NYU>).",19,39,Monroe David Donsker,http://www.wikidata.org/entity/Q1945199,159,162,NYU,http://www.wikidata.org/entity/Q49210
5084:614:621:650:679:3,3,<Donsker> <EMPLOYEE_OR_MEMBER_OF> <Board of Foreign Scholarships>,"<Donsker> also served as chair of the <Board of Foreign Scholarships>, a U.S. government panel responsible for student exchange programs, after being appointed by presidents Ford and Carter.",614,621,Donsker,http://www.wikidata.org/entity/Q1945199,650,679,Board of Foreign Scholarships,
25052:19:36:62:70:10,10,<Kyrie Kristmanson> <NATIONALITY> <Canadian>,"<Kyrie Kristmanson> (born 1989 or 1990) is a <Canadian> singer/songwriter, guitarist and trumpeter.",19,36,Kyrie Kristmanson,http://www.wikidata.org/entity/Q3200991,62,70,Canadian,http://www.wikidata.org/entity/Q16
25052:19:36:43:47:15,15,<Kyrie Kristmanson> <DATE_OF_BIRTH> <1989>,"<Kyrie Kristmanson> (born <1989> or 1990) is a Canadian singer/songwriter, guitarist and trumpeter.",19,36,Kyrie Kristmanson,http://www.wikidata.org/entity/Q3200991,43,47,1989,
25052:19:36:51:55:15,15,<Kyrie Kristmanson> <DATE_OF_BIRTH> <1990>,"<Kyrie Kristmanson> (born 1989 or <1990>) is a Canadian singer/songwriter, guitarist and trumpeter.",19,36,Kyrie Kristmanson,http://www.wikidata.org/entity/Q3200991,51,55,1990,
3208:1492:1508:1538:1552:3,3,<Lawrence 'D' Pew> <EMPLOYEE_OR_MEMBER_OF> <Pew Law Center>,"<Lawrence 'D' Pew> is Managing Attorney for the <Pew Law Center>, one of the leading bankruptcy and tax law firms in Arizona.",1492,1508,Lawrence 'D' Pew,,1538,1552,Pew Law Center,
3208:986:1000:924:927:2,2,<Pew Law Center> <FOUNDED_BY> <Pew>,Mr. <Pew> was a Partner at a thriving law firm prior to forming the <Pew Law Center>.,986,1000,Pew Law Center,,924,927,Pew,
30254:223:225:279:283:34,34,<he> <CHILD_OF> <whom>,"He came from a family with a strong military tradition; <he> was the son of Major General George LeRoy Irwin, for <whom> Fort Irwin, California is named, and his grandfather, Brigadier General Bernard J. D. Irwin, was a recipient of the Medal of Honor.",223,225,he,wikidata.org/entity/Q1516005,279,283,whom,http://www.wikidata.org/entity/Q5541606
30254:321:324:255:273:34,34,<his> <CHILD_OF> <George LeRoy Irwin>,"He came from a family with a strong military tradition; he was the son of Major General <George LeRoy Irwin>, for whom Fort Irwin, California is named, and <his> grandfather, Brigadier General Bernard J. D. Irwin, was a recipient of the Medal of Honor.",321,324,his,wikidata.org/entity/Q1516005,255,273,George LeRoy Irwin,http://www.wikidata.org/entity/Q5541606
30254:223:225:255:273:34,34,<he> <CHILD_OF> <George LeRoy Irwin>,"He came from a family with a strong military tradition; <he> was the son of Major General <George LeRoy Irwin>, for whom Fort Irwin, California is named, and his grandfather, Brigadier General Bernard J. D. Irwin, was a recipient of the Medal of Honor.",223,225,he,wikidata.org/entity/Q1516005,255,273,George LeRoy Irwin,http://www.wikidata.org/entity/Q5541606
30254:255:273:356:375:34,34,<George LeRoy Irwin> <CHILD_OF> <Bernard J. D. Irwin>,"He came from a family with a strong military tradition; he was the son of Major General <George LeRoy Irwin>, for whom Fort Irwin, California is named, and his grandfather, Brigadier General <Bernard J. D. Irwin>, was a recipient of the Medal of Honor.",255,273,George LeRoy Irwin,http://www.wikidata.org/entity/Q5541606,356,375,Bernard J. D. Irwin,http://www.wikidata.org/entity/Q4893260
30254:167:169:255:273:34,34,<He> <CHILD_OF> <George LeRoy Irwin>,"<He> came from a family with a strong military tradition; he was the son of Major General <George LeRoy Irwin>, for whom Fort Irwin, California is named, and his grandfather, Brigadier General Bernard J. D. Irwin, was a recipient of the Medal of Honor.",167,169,He,wikidata.org/entity/Q1516005,255,273,George LeRoy Irwin,http://www.wikidata.org/entity/Q5541606
70:413:418:438:473:9,9,<Sidhu> <EDUCATED_AT> <Bukit Bintang Boys Secondary School>,"<Sidhu> graduated from the <Bukit Bintang Boys Secondary School>, Petaling Jaya, Malaysia.",413,418,Sidhu,,438,473,Bukit Bintang Boys Secondary School,http://www.wikidata.org/entity/Q4986880
70:253:259:300:319:1,1,<Celcom> <SUBSIDIARY_OF> <Axiata Group Berhad>,"Sidhu previously served as Chief Corporate and Operations Officer at <Celcom>, the Malaysian mobile subsidiary of the <Axiata Group Berhad> (Axiata), one of the leading telecommuni (there's more...)",253,259,Celcom,http://www.wikidata.org/entity/Q836827,300,319,Axiata Group Berhad,
70:184:189:253:259:3,3,<Sidhu> <EMPLOYEE_OR_MEMBER_OF> <Celcom>,"<Sidhu> previously served as Chief Corporate and Operations Officer at <Celcom>, the Malaysian mobile subsidiary of the Axiata Group Berhad (Axiata), one of the leading telecommuni (there's more...)",184,189,Sidhu,,253,259,Celcom,http://www.wikidata.org/entity/Q836827
70:253:259:321:327:1,1,<Celcom> <SUBSIDIARY_OF> <Axiata>,"Sidhu previously served as Chief Corporate and Operations Officer at <Celcom>, the Malaysian mobile subsidiary of the Axiata Group Berhad (<Axiata>), one of the leading telecommuni (there's more...)",253,259,Celcom,http://www.wikidata.org/entity/Q836827,321,327,Axiata,
17669:417:419:429:438:11,11,<He> <PLACE_OF_RESIDENCE> <Baltimore>,"<He> moved to <Baltimore>, Maryland in 1860, was admitted to the bar the same year, and commenced practice there.",417,419,He,http://www.wikidata.org/entity/Q1863017,429,438,Baltimore,http://www.wikidata.org/entity/Q5092
17669:417:419:440:448:11,11,<He> <PLACE_OF_RESIDENCE> <Maryland>,"<He> moved to Baltimore, <Maryland> in 1860, was admitted to the bar the same year, and commenced practice there.",417,419,He,http://www.wikidata.org/entity/Q1863017,440,448,Maryland,http://www.wikidata.org/entity/Q1391
5171:326:329:405:426:9,9,<his> <EDUCATED_AT> <University of Cologne>,"In 1994, he completed <his> doctoral degree in economics under supervision of Juergen B. Donges at the <University of Cologne>.",326,329,his,http://www.wikidata.org/entity/Q497318,405,426,University of Cologne,http://www.wikidata.org/entity/Q54096
5171:313:315:405:426:9,9,<he> <EDUCATED_AT> <University of Cologne>,"In 1994, <he> completed his doctoral degree in economics under supervision of Juergen B. Donges at the <University of Cologne>.",313,315,he,http://www.wikidata.org/entity/Q497318,405,426,University of Cologne,http://www.wikidata.org/entity/Q54096
5171:17:32:65:83:12,12,<Andreas Freytag> <PLACE_OF_BIRTH> <Schleswig-Holstein>,"<Andreas Freytag> (born October 23, 1962 in Kiel, <Schleswig-Holstein>) is a German economist.",17,32,Andreas Freytag,http://www.wikidata.org/entity/Q497318,65,83,Schleswig-Holstein,http://www.wikidata.org/entity/Q1194
5171:17:32:39:55:15,15,"<Andreas Freytag> <DATE_OF_BIRTH> <October 23, 1962>","<Andreas Freytag> (born <October 23, 1962> in Kiel, Schleswig-Holstein) is a German economist.",17,32,Andreas Freytag,http://www.wikidata.org/entity/Q497318,39,55,"October 23, 1962",
5171:17:32:90:96:10,10,<Andreas Freytag> <NATIONALITY> <German>,"<Andreas Freytag> (born October 23, 1962 in Kiel, Schleswig-Holstein) is a <German> economist.",17,32,Andreas Freytag,http://www.wikidata.org/entity/Q497318,90,96,German,http://www.wikidata.org/entity/Q183
5171:17:32:59:63:12,12,<Andreas Freytag> <PLACE_OF_BIRTH> <Kiel>,"<Andreas Freytag> (born October 23, 1962 in <Kiel>, Schleswig-Holstein) is a German economist.",17,32,Andreas Freytag,http://www.wikidata.org/entity/Q497318,59,63,Kiel,http://www.wikidata.org/entity/Q1707
5171:188:195:264:269:9,9,<Freytag> <EDUCATED_AT> <where>,"<Freytag> earned his Diplom in economics from the University of Kiel in 1990, <where> he studied under Herbert Giersch.",188,195,Freytag,http://www.wikidata.org/entity/Q497318,264,269,where,http://www.wikidata.org/entity/Q156737
5171:203:206:236:254:9,9,<his> <EDUCATED_AT> <University of Kiel>,"Freytag earned <his> Diplom in economics from the <University of Kiel> in 1990, where he studied under Herbert Giersch.",203,206,his,http://www.wikidata.org/entity/Q497318,236,254,University of Kiel,http://www.wikidata.org/entity/Q156737
5171:270:272:264:269:9,9,<he> <EDUCATED_AT> <where>,"Freytag earned his Diplom in economics from the University of Kiel in 1990, <where> <he> studied under Herbert Giersch.",270,272,he,http://www.wikidata.org/entity/Q497318,264,269,where,http://www.wikidata.org/entity/Q156737
5171:203:206:264:269:9,9,<his> <EDUCATED_AT> <where>,"Freytag earned <his> Diplom in economics from the University of Kiel in 1990, <where> he studied under Herbert Giersch.",203,206,his,http://www.wikidata.org/entity/Q497318,264,269,where,http://www.wikidata.org/entity/Q156737
5171:188:195:236:254:9,9,<Freytag> <EDUCATED_AT> <University of Kiel>,"<Freytag> earned his Diplom in economics from the <University of Kiel> in 1990, where he studied under Herbert Giersch.",188,195,Freytag,http://www.wikidata.org/entity/Q497318,236,254,University of Kiel,http://www.wikidata.org/entity/Q156737
5171:270:272:236:254:9,9,<he> <EDUCATED_AT> <University of Kiel>,"Freytag earned his Diplom in economics from the <University of Kiel> in 1990, where <he> studied under Herbert Giersch.",270,272,he,http://www.wikidata.org/entity/Q497318,236,254,University of Kiel,http://www.wikidata.org/entity/Q156737
13022:513:551:262:264:4,4,<Los Angeles Museum of Contemporary Art> <CEO> <He>,"<He> is the chancellor emeritus of University of California, Los Angeles (UCLA) and a professor at the UCLA School of Public Affairs, former chancellor of UCLA, former president of the University of Florida, and later the chief executive officer of the <Los Angeles Museum of Contemporary Art>.",513,551,Los Angeles Museum of Contemporary Art,http://www.wikidata.org/entity/Q1134646,262,264,He,http://www.wikidata.org/entity/Q5077207
8653:823:824:834:847:11,11,<I> <PLACE_OF_RESIDENCE> <San Francisco>,"After graduating with a degree in Studio Art and photography from Connecticut College, <I> moved to <San Francisco> to work for a well respected wedding and commercial photographer.",823,824,I,,834,847,San Francisco,http://www.wikidata.org/entity/Q62
1214:901:922:946:965:1,1,<Kewaunee Fabrications> <SUBSIDIARY_OF> <Oshkosh Corporation>,"In 1999, <Kewaunee Fabrications> became a subsidiary of <Oshkosh Corporation>, one of the fastest growing companies in the United States.",901,922,Kewaunee Fabrications,,946,965,Oshkosh Corporation,http://www.wikidata.org/entity/Q1969091
13070:75:77:32:35:3,3,<my> <EMPLOYEE_OR_MEMBER_OF> <NIH>,I resigned from <NIH> in August 2013 and am spending most of <my> time these days building a website that allows people to acquire many of the goods and services they need for pennies on the dollar.,75,77,my,,32,35,NIH,http://www.wikidata.org/entity/Q390551
13070:16:17:32:35:3,3,<I> <EMPLOYEE_OR_MEMBER_OF> <NIH>,<I> resigned from <NIH> in August 2013 and am spending most of my time these days building a website that allows people to acquire many of the goods and services they need for pennies on the dollar.,16,17,I,,32,35,NIH,http://www.wikidata.org/entity/Q390551
4965:198:201:268:271:34,34,<She> <CHILD_OF> <his>,<She> was the second daughter of Grand Duke Ferdinando I of Tuscany and <his> wife Christina of Lorraine.,198,201,She,http://www.wikidata.org/entity/Q45639,268,271,his,http://www.wikidata.org/entity/Q297483
4965:277:298:268:271:25,25,<Christina of Lorraine> <SPOUSE> <his>,She was the second daughter of Grand Duke Ferdinando I of Tuscany and <his> wife <Christina of Lorraine>.,277,298,Christina of Lorraine,http://www.wikidata.org/entity/Q257579,268,271,his,http://www.wikidata.org/entity/Q297483
4965:268:271:277:298:25,25,<his> <SPOUSE> <Christina of Lorraine>,She was the second daughter of Grand Duke Ferdinando I of Tuscany and <his> wife <Christina of Lorraine>.,268,271,his,http://www.wikidata.org/entity/Q297483,277,298,Christina of Lorraine,http://www.wikidata.org/entity/Q257579
4965:229:263:277:298:25,25,<Grand Duke Ferdinando I of Tuscany> <SPOUSE> <Christina of Lorraine>,She was the second daughter of <Grand Duke Ferdinando I of Tuscany> and his wife <Christina of Lorraine>.,229,263,Grand Duke Ferdinando I of Tuscany,http://www.wikidata.org/entity/Q297483,277,298,Christina of Lorraine,http://www.wikidata.org/entity/Q257579
4965:198:201:229:263:34,34,<She> <CHILD_OF> <Grand Duke Ferdinando I of Tuscany>,<She> was the second daughter of <Grand Duke Ferdinando I of Tuscany> and his wife Christina of Lorraine.,198,201,She,http://www.wikidata.org/entity/Q45639,229,263,Grand Duke Ferdinando I of Tuscany,http://www.wikidata.org/entity/Q297483
4965:277:298:229:263:25,25,<Christina of Lorraine> <SPOUSE> <Grand Duke Ferdinando I of Tuscany>,She was the second daughter of <Grand Duke Ferdinando I of Tuscany> and his wife <Christina of Lorraine>.,277,298,Christina of Lorraine,http://www.wikidata.org/entity/Q257579,229,263,Grand Duke Ferdinando I of Tuscany,http://www.wikidata.org/entity/Q297483
4965:198:201:277:298:34,34,<She> <CHILD_OF> <Christina of Lorraine>,<She> was the second daughter of Grand Duke Ferdinando I of Tuscany and his wife <Christina of Lorraine>.,198,201,She,http://www.wikidata.org/entity/Q45639,277,298,Christina of Lorraine,http://www.wikidata.org/entity/Q257579
4983:349:351:517:549:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Classic Jet Aircraft Association>,"<He> is a member of the United States Air Force Association, the United States Air Force Academy Association of Graduates, the Experimental Aircraft Association, and the <Classic Jet Aircraft Association>.",349,351,He,http://www.wikidata.org/entity/Q386148,517,549,Classic Jet Aircraft Association,
4983:349:351:412:468:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <United States Air Force Academy Association of Graduates>,"<He> is a member of the United States Air Force Association, the <United States Air Force Academy Association of Graduates>, the Experimental Aircraft Association, and the Classic Jet Aircraft Association.",349,351,He,http://www.wikidata.org/entity/Q386148,412,468,United States Air Force Academy Association of Graduates,
